text,rating,date,sentiment,cluster,cluster_label
"Wie kann es sein, dass sämtliche Remote-Funktionen laufen, die Aktualisierung des Kilometerstandes, des Tankfüllstandes, der Reichweite aber nicht. Auch zeigt die App an, dass mein Fahrzeug entriegelt sei, obwohl es verriegelt ist.",1,2021-11-12 21:35:41,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Wieso muss man eigentlich einen Stern mindesten vergeben? Ich habe es schon einmal hier bemängelt: Wieso kann ich meine Klimatisierung zu einer bestimmten Abfahrtszeit nicht herausnehmen? Und warum muss ich umständlich eine Zeit eingeben? Diese App ist BMW nicht würdig.!!!!! Die alte App hat zuverlässig gearbeitet. Hier konnte man sagen: Jetzt klimatisierten. Screenshots von meinem Problem stelle ich gerne zur Verfügung.,1,2021-11-12 19:06:35,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Minimale Funktionalität, permanent sind die AGB zu bestätigen. Ganz ehrlich, diese App braucht man nicht.",2,2021-11-12 11:38:26,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Katastrophale User Exoerience in Verbindung mit Update BMW Connected Drive!!!,1,2021-11-11 22:54:50,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Laufend müssen nochmals korrigierte Nutzungsbedingungen akzeptiert werden. Das nervt und lässt die eigentlich guten Funktionen in den Hintergrund treten.,1,2021-11-11 22:14:48,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Habe die App seit Monaten mit meinem BMW verbunden. Was BMW leider nicht daran hindert alle paar Tage neue Erinnerungen ans Auto zu schicken man sollte doch bitte die App installieren. Viel kundenunfreundlichee geht es kaum.,1,2021-11-11 18:53:28,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Naja, Begeisterung löst es nicht aus. Beispiel: Fenster wird als offen angezeigt. Kann man es schließen? Nein, also ich raus, es regnet, Fenster ist zu, ich bin aber nass. App zeigt es immer noch als offen an. Was kann die App sonst noch? Tankfüllstand und Reichweite, Gebläse einschalten, auf- und abschließen, geschlossene Fenster als offen anzeigen, Kilometerstand, nächster Service, hupen, blinken, Ort anzeigen. Es kann nicht: Sitzheizung ein, Fenster schließen, Fenster + Kofferraum öffnen",2,2021-11-11 17:03:00,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Mit der Connected App konnte ich ohne Probleme den aktuellen Reifendruck sehen. Dann kam das Downgrade auf My BMW. Trotz aktueller Ankündigung funktioniert das noch immer nicht. Nach einem halben Jahr als Besitzer eines gut einem Jahr alten BMW muss ich leider sagen, dass die Onlinedienste von BMW ganz weit hinter denen anderer Marken zurück liegt, und das nicht nur wegen der fehlenden Anzeige des Reifendrucks.",2,2021-11-11 16:51:01,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"App ist auch nach dem heutigen Update auf 1.7.0 nicht mehr nutzbar, da sämtliche Remote-Funktionen einschließlich Statusabfrage ausfallen. Status weiterhin auf 04.11.2021 eingefroren!!!! Desolat und enttäuschend!!!!",1,2021-11-11 16:44:00,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"..ich bin ja so richtig enttäuscht! Da fahre ich ein Auto das über 100.000 Euro kostet. Und eine App wird angeboten, die nur Probleme macht. Wenn ich den Standort abfragen muss, weil ein zweiter Fahrer es wo auch immer geparkt hat, funktioniert die Suche nicht. Was ist los mit euren Programieren? Andere Automarken können das doch auch! Was gedenkt ihr zu tun, dass ihr mal wieder zufriedene Kunden habt? Es stehen doch nur negative Bewertungen im Netz. Tut bitte mal was, dass dauerhaft funktionie!",1,2021-11-10 18:24:59,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Mich hat ja schon der Wechsel von Connected App zu my BMW App genervt, da konnte ich immer sehen wie viel ich elektrisch gefahren bin. Aber seit kurzem das ständige anmelden stört mich total.",1,2021-11-09 19:48:39,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Warum muss ich nach jedem Update die Zuganagsdaten neu eingeben, dass Problem hatte die Vorgängerapp auch schon und sollte endlich mal behoben werden.",1,2021-11-09 11:23:27,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Leider funktioniert die App seit Anmeldung auf zwei unterschiedlichen Smartphones iOS und Android nicht. Es kommt immer folgende Infomeldung. ""Daten nicht verfügbar. Es ist derzeit nicht möglich die erforderlichen AGBs abzurufen. Bitte versuchen Sie es später erneut."" Der darunter befindliche ""Erneut versuchen""-Button funktioniert nicht. Das hätte ich von BMW nicht erwartet...",1,2021-11-09 08:36:18,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Gerade eben hat die App wieder einmal nicht richtig funktioniert. Ich habe den Akku geladen. Das Fahrzeug war über 3 Stunden an der Wallbox..... Und zum wiederholten Male wurden keine 20 Points gutgeschrieben. Langsam finde ich es ärgerlich, zumal BMW beim Umtausch der Punkte in Ladeguthaben 0.79 € pro kWh verlangt. Das ist ein unverschämt hoher Preis. Dann erwarte ich wenigstens, dass ihr auch die BMW Points korrekt gutschreibt. 😤",2,2021-11-08 21:19:10,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Die App bleibt laufend hängen. Hilft nur noch deinstallieren und neu installieren. Connect war 1000 mal besser,1,2021-11-08 12:53:49,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Ständig Probleme. Stürzt ab, hängt sich auf, alexa funktioniert ständig nicht und verlangt neueinrichtung was dann nicht geht...",1,2021-11-08 08:27:35,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Seit dem letzten Update funktioniert die App so gut wie gar nicht mehr. Auch Deinstallation und Neuinstallation bringen nichts. Schade, denn jetzt kann man nicht einmal mehr sehen wann das Fahrzeug voll geladen ist. Traurig, nachdem erzwungenen Wechsel der connected drive App Verbrauchsdaten nicht mehr ersichtlich waren, geht mittlerweile gar nichts mehr. Wir werden das Ganze deinstallieren und bestimmt nicht weiterempfehlen. Für einen Premiumhersteller unwürdig. Gott sei Dank ist der iX3 besser",1,2021-11-07 19:37:44,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Habe die App gerade neu, so wie auch das Auto. Aber die App bringt nicht viel, wenn jeder Befehl 2 Minuten dauert bis er ausgeführt wird. Lichthupe bringt dann nichts mehr, wenn so verzögert :-( schade, hat wunderbar geklungen...",1,2021-11-06 15:05:08,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Die hängt und ich kann sie aktuell nicht mehr öffnen. Sie stoppt bei der zweiten eingabe,1,2021-11-06 05:39:35,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Konnte mich leider gar nicht registrieren 🤷‍♀️,1,2021-11-05 14:32:00,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Seid Monaten ist das einloggen nicht mehr möglich, ständig technische Probleme",1,2021-11-05 14:01:16,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Die App hat einen recht reduzierten Funktionsumfang. Am allermeisten stört mich, dass es KEINE Funktion für den Drive Recorder gibt. Null, nichts. Jede ChinaDashCam hat eine eigene App oder ist in Dashcam View integriert, damit man die Videos problemlos mit GPS- und Telemetrie-Daten anschauen kann. BMW bietet da einfach nichts. Unfassbar.",2,2021-11-05 08:15:35,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Unable to start the app. Android 12 Pixel 6 plus,1,2021-11-04 22:25:21,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Unübersichtlich und umständlich zu bedienen. Der Versuch modern zu wirken macht die App unpraktisch. Es gibt leider keine Alternativen.,2,2021-11-04 21:33:45,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Nutzung der App ist völlig uninteressant, da ständig die Login-Daten neu einzugeben sind, obwohl die App biometrisch gesichert ist! Wer hat unterwegs schon Passwort etc. im Kopf?",1,2021-11-04 20:51:48,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Einfach schlecht. Es funktioniert fast nichts. Das Auto steht draußen mit super Mobilfunksignal und die Befehle zum Öffnen oder schließen kommen teils gar nicht, oder nach ewiger Zeit an. Das Auto steht in keiner Tiefgarage. Gerade heute wieder habe ich ein Ziel über die App eingegeben, es wurde in der App angezeigt, wurde ans Fahrzeug gesendet, es kam aber nie im Fahrzeug an. Ein einziges Trauerspiel.",1,2021-11-03 22:23:40,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Funktioniert nicht. Armselig,1,2021-11-03 15:01:47,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Eine Frage an App Support, können Sie mir meine Vermutung bestätigen,dass nach Installation der App jeder eingetragen BMW Service Partner problemlos an meine persönlichen Daten, inkl. Kennzeichen, e-mail Adresse, Postanschrift durch BMW Kunden Pool dran kommt?",1,2021-11-03 13:40:36,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Selbst das Registrieren führt zu einem ""technischen Problem"" Nur ein Stern, weil 0 Sterne nicht geht.",1,2021-11-03 11:04:34,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Даже и одной звезды не заслуживает эта программа!!!!!! Программа вообще не работает! Постоянно пишет что системная ошибка! Попытайтесь позже!!! Пытаюсь ввести снова и снова данные , всё без шансов... разработчики сделайте уже что нибудь!!!!!!!! а иначе для чего вы разработали эту программу?! Только выводит из себя! Я даже свои данные не могу исправить!! Ужас а не программа!!! Не рекомендую вообще!!!!!!",1,2021-11-03 01:10:36,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Lässt sich nicht installieren,1,2021-11-02 14:20:17,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Android 12. Auf einem Pixel 6. Kann die App nicht öffnen. Das müsste schnellstens geändert werden. Das nervt wie verrückt.,2,2021-11-02 10:44:07,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Erneuerubg: Benutzte die App jetzt seit 4 Wochen und muss nahezu täglich die AGB bestätigen und mich neu einloggen. Die Klimatisierung hat bis auf 2 mal funktioniert, teilweise dauerte die Rückmeldung mehrere Minuten. Hier muss BMW nach bessern. Andere Fahrzeughersteller bieten in ihren Apps mehr, hier könnte sich BMW noch etwas anschauen Ergänzung: Leider ist die App im Vergleich zum Wettbewerb immer noch schlecht. Am meisten nervt mich das ich mich im Schnitt alle 2 bis 3 Tage anmelden muss.",2,2021-11-01 11:20:58,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Die App funktioniert nicht. Kann meine versehentlich falsch eingegebene E-mail Adresse nicht korrigieren und mich folglich auch nicht registrieren (anmelden).,1,2021-10-31 13:18:30,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Die APP nervt. Führt mich in einer Schleife immer wieder zur Abmeldemaske im Web. Deinstallieren und erneut installieren führt zum gleichen Ergebnis,1,2021-10-30 09:38:18,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Die neue Version funktioniert nicht. Den Reklame blabla könnt ihr euch schenken. Ich will lediglich, wie in der vorher funktionierenden App auf die Fahrzeug Info zurückgreifen und meine Ziele eingeben. Den ganzen Schnickschnack drum herum braucht kein Mensch!!",1,2021-10-29 13:50:45,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Alle paar Tage muss man sich in der App neu anmelden und einen neuen PIN vergeben. Warum kann sich die App die Zugangsdaten nicht merken? Schade, ist echt nervig sowas.",1,2021-10-29 13:29:22,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Geht nicht. Die app startet einen Browser und sagt mir, dass die Cookie-Einstellungen nicht so sind wie es verlangt wird. Nichts weiter. Was hat eine app mit browser-cookies zu tun?! Wer programmiert so einen Käse?",1,2021-10-28 21:55:55,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Seit Tagen ist kein Login mehr möglich. Angeblich sind Benutzername und/oder Passwort ungültig oder nicht vorhanden. Einfach peinlich für BMW. Hoffe auf baldige Besserung.,1,2021-10-28 17:46:32,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Die APP ist die bisher schlechteste die ich für meinem M235i von 09/2015 hatte.Es werden nicht mehr alle Funktionen unterstützt welche bei der Connected APP noch funktionert haben. Sehr schlecht nix mit Premium Klasse.,1,2021-10-28 15:38:39,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Ich finde vergebens unter Fahrzeugfinder die Navigation zum abgestellten Fahrzeug. In der vorhergehenden Version funktionierte noch diese Funktion. Schade! (BMW X2),2,2021-10-28 14:52:56,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Gestern installiert und verbunden, alles gut. Heute keine Verbindung mehr zum Fahrzeug. VIN erneut hinzufügen geht nicht, Meldung: bereits vorhanden. Info: Später probieren oder App stoppen. Alles probiert, auch App deinstalliert und neu installiert - selbes Resultat. Scheint alles noch in den Kinderschuhen zu stecken. Ärgerlich! Es gibt leider keinerlei Fehlerhandling. So kommt man aus der Schleife nicht mehr raus. Nutze ein S10.",1,2021-10-27 20:51:44,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Schade app hat bis vorgestern tadellos funktioniert. Jetzt geht die Ortung und auch die Füllstandsanzeige für Tank und km nicht mehr. Sehr sehr schade,1,2021-10-26 20:03:55,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Nach dem letzten Update 07.21 werden keinerlei Informationen zum Ladezustand mehr angezeigt. Einfach unglaublich! Und BMW ist offenbar unfähig das Problem zu beheben!!,1,2021-10-26 14:06:54,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Bei der früheren App war meiner Meinung nach die Verbindung schneller aufgebaut, und die Befehle ausgeführt. Leider geht diese nicht mehr.",2,2021-10-26 07:09:08,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Seit einiger Zeit, kann ich keine Daten mehr abfragen, die App reagiert einfach nicht mehr auf mein Fahrzeug. Die App habe ich schon deinstalliert und neu installiert, aber keine Änderung. Sehe schade.",1,2021-10-26 03:21:15,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Es nervt. So oft verschlimmbessert worden, bis überhaupt nix mehr läuft. Mittlerweile die dritte BMW App(GANZE App!!!) seit meinem ""neuen"" M4 von Mitte'17. Jetzt extra den Connected Booster gekauft, um wieder Naviupdates aufspielen zu können - funktioniert der Map Downloader nicht mehr, weio gesperrt. Absolut irre! Echt. Lassts doch eine Funktion mal an nem bekannten Ort. Ständig wird irgendwas verschoben und nur noch weiter verschachtelt -> auf Euren (gefühlten) 20 Domainseiten...",1,2021-10-25 18:28:09,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Nach wie vor sind die Entwickler nicht in der Lage ein Passwort mit Sonderzeichen wie = zu speichern. Die Hardware schätze ich ähnlich rückständig von irgendwann aus den 70ern, was soll mir die Übertragung eines Kommandos wie ""hupen"" zum Auffinden meines Fahrzeugs bringen wenn das erst irgendwann nach 30sec bis 5min kommt?? In der Zeit bin ich den Parkplatz abgelaufen. WENN es kommt und nicht wieder einen Fehler wirft. Sorry die App geht am Bedarf der Stakeholder vorbei und ist für die Tonne.",1,2021-10-25 16:39:58,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
"Nach Update, meine Verbindungsdaten neu eingegeben, nach ""Standort"" Belehrung auf ""Weiter"" und nach ""Mitteilung"" Button ""Weiter"" ohne Funktion. Fahrzeug jetzt nicht mehr erreichbar. Handy, Samsung S7.",1,2021-10-24 20:49:40,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Wie kann man die belüftung deaktivieren?,1,2021-10-24 17:10:20,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Das anmelden dauert ewig und klappt nicht. Schade,1,2021-10-24 15:01:53,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Ohne Abo nutzlos!,1,2021-10-23 13:07:28,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Nach dem Login startet sich die App neu und man kommt zurück zum Login. Nette Endlosschleife.,1,2021-10-23 12:14:58,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
Seit dem letzten Update funktioniert die Alexa-Integration nicht mehr.,2,2021-10-23 06:56:44,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Kann es sein, dass vor 1Monat gekaufte kartenupdate für Frankreich ((zb zufahrten Flughafen marseille) und Holland Autobahnen den stand vor ca 4-5 Jahren haben ? Gilt das updste nicht im ausland ?",1,2021-10-22 17:38:17,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Funktioniert nicht mehr, kann seit 2 Tagen nicht mehr geöffnet werden.",1,2021-10-22 12:42:24,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Ich kann mich nicht mehr anmelden und der Passwort reset Link führt ins leere...,1,2021-10-22 11:39:21,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Funktioniert nicht richtig,1,2021-10-22 08:04:04,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Das ständige Neuanmelden ist schon nervig genug doch seit dem 15.10. aktualisiert sich die App nicht mehr. KM Stand, Standort etc. bleiben auf dem Stand vom 15.10",1,2021-10-21 21:46:16,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Warum muss man sich ständig neu Anmelden. Die Vergabe der vierstelligen PIN soll doch die Anmeldung einfacher machen. Das nervt einfach ungemein. Ansonsten werden die Autodaten vernünftig dargestellt: Ladezüglus, Reichweite usw. Klimatisierten könnte noch um die Funktion der gewünschten Temperatur ergänzt werden",2,2021-10-20 22:49:02,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Diese App ist der letzte Dreck!,1,2021-10-20 18:05:22,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Nur 1 Fahrer pro Auto kann die App nutzen. Das ist ganz schlecht, z.B. wenn man als Ehepaar gemeinsam das Auto nutzt",1,2021-10-19 18:25:46,negative,1,"A perfect example of a ""rant"" in review form!

After analyzing the text, I'd say that the most common issue label (2-3 words) is:

**Worst App Ever**

This label summarizes the reviewer's frustration and disappointment with the new BMW app, which they feel has taken a step back compared to its predecessor."
